"id","PlayerName","DraftAge","Country","Height","Weight","Position","DraftYear","Overall","CSS_rank","rs_GP","rs_G","rs_A","rs_P","rs_PIM","rs_PlusMinus","po_GP","po_G","po_A","po_P","po_PIM","po_PlusMinus","sum_7yr_GP","sum_7yr_TOI"
"2,620",Emil Axelsson,18,Sweden,75,223,D,"2,004",210,47,61,5,0,5,109,-28,,,,,,,,
"2,018",David Fredriksson,19,Sweden,76,238,L,"2,004",211,51,27,9,3,12,44,0,8,1,0,1,2,0,,
"12,487",Jon Gleed,20,Canada,74,212,D,"2,004",212,,28,3,3,6,18,0,,,,,,,,
"12,248",Sergei Kukushkin,19,Belarus,75,194,L,"2,004",218,,59,7,15,22,44,1,10,0,0,0,6,0,,
"14,564",Joe Cooper,19,Canada,72,201,R,"2,004",219,195,34,1,0,1,66,-6,,,,,,,,
"18,024",Maxim Semyonov,20,Kazakhstan,72,181,D,"2,004",220,,63,2,6,8,79,9,6,0,0,0,0,1,,
"17,820",Jordan Morrison,18,Canada,71,176,C,"2,004",222,88,66,15,30,45,52,-1,,,,,,,,
"11,639",Jared Walker,18,Canada,75,192,L,"2,004",223,124,67,11,8,19,34,-5,19,1,2,3,18,-6,,
"15,063",Dave Macdonald,19,Canada,75,214,D,"2,004",225,119,0,0,0,0,0,0,,,,,,,,
"14,837",Steve Covington,18,Canada,72,187,R,"2,004",226,,72,6,13,19,28,0,7,2,0,2,4,-3,,
"9,492",Eric Hunter,20,Canada,73,194,C,"2,006",174,235,71,40,32,72,125,11,5,3,1,4,10,0,,
"18,023",Matt Greer,19,USA,74,201,L,"2,004",233,,27,25,19,44,0,0,,,,,,,,
"14,518",Matt Christie,19,Canada,70,185,C,"2,004",236,109,41,21,14,35,22,4,,,,,,,,
"13,480",Mitch Carefoot,19,Canada,73,209,C,"2,004",237,92,31,6,1,7,14,0,,,,,,,,
"11,534",Tyler Spurgeon,18,Canada,71,190,C,"2,004",242,,49,8,16,24,24,7,17,4,5,9,9,6,,
"12,300",Denis Kulyash,21,Russia,75,249,D,"2,004",243,,19,3,1,4,40,0,,,,,,,,
"11,492",Jason Pitton,18,Canada,74,194,L,"2,004",244,94,67,9,11,20,37,-11,,,,,,,,
"12,026",Justin Keller,18,Canada,71,192,L,"2,004",245,132,72,25,21,46,44,16,17,4,5,9,18,5,,
"11,881",Jonathan Paiement,19,Canada,73,201,D,"2,004",247,,68,13,52,65,140,0,7,0,2,2,10,0,,
"18,021",Lukas Vomela,19,Czech Rep.,75,192,D,"2,004",248,44,36,1,8,9,16,-6,,,,,,,,
"14,460",J.D. Corbin,19,USA,70,185,L,"2,004",249,,39,3,6,9,18,0,,,,,,,,
"14,856",Nathan Perkovich,19,Croatia,77,216,R,"2,004",250,,35,1,7,8,23,-7,4,1,0,1,0,-2,,
"17,616",Matt Mcilvane,19,USA,72,207,C,"2,004",251,171,59,22,24,46,53,6,3,1,2,3,0,1,,
"13,652",Jan Steber,19,Czech Rep.,75,203,C,"2,004",252,60,72,17,16,33,45,-26,,,,,,,,
"18,020",Travis Gawryletz,19,Canada,74,201,D,"2,004",253,177,51,9,21,30,51,0,10,1,3,4,6,0,,
"9,481",David Schulz,18,Canada,75,198,D,"2,004",254,93,76,3,14,17,83,14,5,0,0,0,2,-4,,
"3,841",Anton Hedman,18,Sweden,75,214,L,"2,004",255,,14,5,5,10,14,0,,,,,,,,
"14,863",Matthew Ford,20,USA,73,207,R,"2,004",256,,60,37,31,68,60,-4,,,,,,,,
"13,646",Gennadi Stolyarov,18,Russia,76,209,L,"2,004",257,31,24,3,1,4,4,-2,,,,,,,,
"18,019",Brian Ihnacak,19,Italy,72,190,C,"2,004",259,44,31,10,20,30,20,0,,,,,,,,
"4,283",Marko Anttila,19,Finland,80,229,R,"2,004",260,,34,30,30,60,56,0,,,,,,,,
"15,314",Will Engasser,19,USA,74,225,L,"2,004",261,73,52,31,35,66,20,0,,,,,,,,
"4,284",Valtteri Tenkanen,19,Finland,71,183,C,"2,004",264,62,37,4,6,10,4,-2,11,2,3,5,0,-2,,
"15,046",Spencer Dillon,19,USA,75,205,D,"2,004",267,,42,0,7,7,160,0,,,,,,,,
"15,048",Matt Siddall,20,Canada,73,205,R,"2,004",270,,45,25,36,61,216,0,7,4,2,6,10,0,,
"14,326",Dylan Hunter,19,Canada,71,196,L,"2,004",273,,64,26,53,79,47,35,15,4,10,14,10,-2,,
"14,874",Craig Switzer,20,Canada,73,201,D,"2,004",275,136,57,14,40,54,117,0,14,0,12,12,16,0,,
"18,017",Jonathan Boutin,20,Canada,73,194,R,"2,004",277,,70,31,29,60,76,18,11,2,2,4,19,2,,
"16,666",Alexandre Dulac-Lemelin,18,Canada,76,194,D,"2,004",278,231,67,2,11,13,35,-17,3,0,0,0,0,-4,,
"18,016",Matt Mcknight,20,Canada,73,196,C,"2,004",280,,42,20,36,56,31,0,,,,,,,,
"41,102",Steve Mcclellan,19,USA,73,185,D,"2,004",281,181,0,0,0,0,0,0,,,,,,,,
"41,103",Valeri Klimov,18,Russia,75,227,D,"2,004",282,50,0,0,0,0,0,0,,,,,,,,
"11,920",Luke Beaverson,20,USA,76,207,D,"2,004",283,,57,1,6,7,141,-8,,,,,,,,
"1,256",John Wikner,18,Sweden,74,192,L,"2,004",284,,31,6,3,9,22,0,9,0,0,0,6,0,,
"2,277",Nils Backstrom,18,Sweden,72,201,D,"2,004",290,,12,1,6,7,26,-10,,,,,,,,
"41,104",John Carter,18,USA,76,192,C,"2,004",291,117,29,16,30,46,52,0,,,,,,,,
"9,248",Marek Zagrapan,19,Slovakia,72,205,C,"2,005",13,23,63,33,52,85,56,7,17,11,6,17,28,2,,
"9,200",Sasha Pokulok,19,Canada,77,229,D,"2,005",14,39,26,3,7,10,33,0,,,,,,,,
"10,877",Alex Bourret,19,Canada,70,205,R,"2,005",16,17,65,31,55,86,172,27,8,6,8,14,25,2,,
"9,221",Tom Fritsche,19,USA,71,185,L,"2,005",47,93,42,11,34,45,38,0,,,,,,,,
"10,612",Philip Gogulla,18,Germany,74,192,L,"2,005",48,,56,2,3,5,18,-5,9,0,2,2,29,0,,
"12,386",Chad Denny,18,Canada,74,209,D,"2,005",49,51,53,8,18,26,98,9,8,2,2,4,14,3,,
"12,388",Chris Durand,18,Canada,74,205,C,"2,005",52,28,66,18,34,52,76,30,12,0,1,1,14,-6,,
"12,389",Andrew Kozek,19,Canada,71,194,L,"2,005",53,126,60,48,49,97,81,0,26,19,10,29,49,0,,
"9,196",Dan Bertram,18,Canada,70,183,R,"2,005",54,36,44,13,8,21,66,1,,,,,,,,
"9,420",Nate Hagemo,19,USA,71,190,D,"2,005",58,58,37,2,8,10,42,-3,,,,,,,,
"11,600",T.J. Fast,18,Canada,72,185,D,"2,005",60,119,58,8,28,36,40,0,,,,,,,,
"18,014",Michael Gergen,18,USA,71,194,D,"2,005",61,65,66,56,50,106,104,0,,,,,,,,
"9,374",Jason Bailey,18,USA,73,209,R,"2,005",63,56,73,9,17,26,230,0,,,,,,,,
"12,635",Joe Barnes,19,Canada,75,212,C,"2,005",64,90,72,30,32,62,73,11,4,0,1,1,0,-2,,
"11,670",Gord Baldwin,18,Canada,77,198,D,"2,005",69,241,66,3,8,11,73,13,13,2,2,4,8,2,,
"9,587",Vitali Anikeyenko,18,Russia,75,198,D,"2,005",70,11,64,4,12,16,74,0,,,,,,,,
"10,698",Dan Ryder,18,Canada,71,194,C,"2,005",74,40,68,29,53,82,55,27,14,9,3,12,10,-2,,
"12,384",Shea Guthrie,18,Canada,72,198,R,"2,005",76,117,20,26,24,50,0,0,,,,,,,,
"11,252",Dalyn Flatt,19,Canada,75,214,D,"2,005",77,67,72,1,18,19,237,36,4,0,0,0,12,-3,,
"1,299",Christofer Lofberg,19,Sweden,75,205,C,"2,005",80,,31,21,13,34,49,-1,,,,,,,,
"12,208",Robby Dee,18,USA,73,183,C,"2,005",86,60,28,49,38,87,14,0,,,,,,,,
"9,363",Chris Lawrence,18,Canada,76,203,R,"2,005",89,38,74,12,40,52,61,17,7,3,3,6,4,1,,
"9,373",Dan Collins,18,USA,73,203,R,"2,005",90,24,85,29,23,52,72,0,4,0,0,0,6,0,,
"10,608",Marek Bartanus,18,Slovakia,75,218,L,"2,005",92,16,65,17,16,33,103,-2,8,1,1,2,16,0,,
"15,596",Olivier Legault,19,Canada,77,238,L,"2,005",93,224,55,1,3,4,131,-2,7,0,0,0,8,0,,
"9,624",Jakub Vojta,18,Czech Rep.,73,196,D,"2,005",94,3,45,3,7,10,50,21,8,1,1,2,8,-4,,
"14,876",Matt Duffy,19,USA,74,187,D,"2,005",104,127,54,19,26,45,147,0,,,,,,,,
"15,044",Andrew Thomas,20,USA,74,220,D,"2,005",109,80,42,2,5,7,78,0,,,,,,,,
"11,674",Kyle Bailey,19,Canada,74,192,C,"2,005",110,152,67,11,22,33,116,1,7,0,2,2,11,0,,
"11,594",J.D. Watt,18,Canada,74,214,R,"2,005",111,141,66,6,7,13,213,-16,6,0,1,1,12,-4,,
"9,211",Nathan Davis,19,USA,73,205,C,"2,005",113,87,38,14,11,25,30,0,,,,,,,,
"4,224",Janne Kolehmainen,19,Finland,75,218,L,"2,005",115,,48,4,5,9,34,-8,,,,,,,,
"18,013",Denis Istomin,18,Russia,72,194,F,"2,005",117,4,47,11,7,18,26,9,8,1,1,2,4,1,,
"10,433",Patrick Mcneill,18,Canada,72,201,D,"2,005",118,75,66,7,26,33,31,-29,,,,,,,,
"4,126",Vyacheslav Trukhno,18,Russia,73,203,C,"2,005",120,27,70,25,35,60,63,-4,,,,,,,,
"9,250",Juraj Mikus,18,Slovakia,74,201,C,"2,005",121,24,85,24,38,62,70,-3,6,5,3,8,10,0,,
"2,613",Morten Madsen,18,Denmark,75,209,C,"2,005",122,17,45,12,20,32,22,-6,12,10,9,19,6,0,,
"9,661",Ondrej Otcenas,18,Slovakia,73,201,C,"2,005",123,,6,4,1,5,10,2,,,,,,,,
"7,537",Tommi Leinonen,18,Finland,74,201,D,"2,005",125,,43,9,11,20,20,-1,1,0,0,0,0,0,,
"14,857",Tim Crowder,19,Canada,74,194,R,"2,005",126,144,56,23,27,50,30,0,24,4,16,20,30,0,,
"11,309",Bobby Bolt,18,Canada,76,218,L,"2,005",127,153,67,11,14,25,92,-2,,,,,,,,
"12,486",Mathieu Aubin,19,Canada,75,190,C,"2,005",130,54,49,19,26,45,24,10,8,3,6,9,6,3,,
"9,247",Stanislav Lascek,19,Slovakia,73,194,R,"2,005",133,,59,19,73,92,46,1,17,4,18,22,26,-5,,
"15,316",Brennan Turner,19,Canada,75,220,D,"2,005",134,,41,5,12,17,207,0,,,,,,,,
"9,623",Tomas Pospisil,18,Czech Rep.,72,185,R,"2,005",135,13,71,21,23,44,56,-7,5,4,1,5,27,3,,
"9,232",Tomas Kudelka,18,Czech Rep.,75,205,D,"2,005",136,14,61,11,16,27,70,17,,,,,,,,
"4,120",Johan Ryno,19,Sweden,77,216,C,"2,005",137,,35,21,18,39,14,19,,,,,,,,
"15,045",Matt Butcher,18,USA,74,205,C,"2,005",138,,60,27,30,57,94,0,,,,,,,,
"1,288",Patrik Hersley,19,Sweden,75,212,D,"2,005",139,,47,9,16,25,116,1,3,2,1,3,6,0,,
"14,684",Tim Kunes,18,USA,72,187,D,"2,005",145,48,50,12,28,40,51,0,,,,,,,,
"11,234",Trevor Koverko,18,Canada,72,205,D,"2,005",147,101,66,1,12,13,83,17,8,0,2,2,2,1,,
"10,490",Anton Krysanov,18,Russia,75,203,C,"2,005",148,9,34,7,10,17,16,-4,,,,,,,,
"11,645",Jeff May,18,Canada,74,201,D,"2,005",151,53,67,3,19,22,66,2,17,2,3,5,13,5,,
"12,428",Josh Beaulieu,18,Canada,73,181,L,"2,005",152,98,65,9,13,22,159,32,13,2,3,5,13,4,,
"18,012",Alex Berry,19,USA,74,218,R,"2,005",153,208,53,17,25,42,170,0,,,,,,,,
"11,593",Wacey Rabbit,19,Canada,70,181,C,"2,005",154,62,70,22,45,67,70,23,4,1,2,3,0,0,,
"1,715",Fredrik Pettersson,18,Sweden,70,179,R,"2,005",157,,53,16,19,35,66,-1,12,9,8,17,26,0,,
"4,418",Risto Korhonen,19,Finland,75,201,D,"2,005",159,23,42,5,13,18,83,12,5,1,1,2,2,-7,,
"17,767",P.J. Fenton,20,USA,71,185,L,"2,005",162,,38,13,12,25,28,0,,,,,,,,
"8,640",Marek Kvapil,20,Czech Rep.,71,192,L,"2,005",163,,75,35,47,82,22,8,,,,,,,,
"18,010",Roman Derlyuk,19,Russia,75,198,D,"2,005",164,,51,0,3,3,74,-11,,,,,,,,
"11,634",Jason Lynch,18,Canada,76,214,D,"2,005",166,195,67,1,4,5,78,-13,,,,,,,,
"11,650",Mike Gauthier,18,Canada,75,185,D,"2,005",169,86,40,2,1,3,93,-10,13,0,0,0,18,-2,,
"10,459",Sean Zimmerman,18,USA,74,201,D,"2,005",170,124,71,2,14,16,36,4,,,,,,,,
"10,604",Lukas Vantuch,18,Czech Rep.,77,220,C,"2,005",172,19,53,17,20,37,66,14,5,0,3,3,12,-1,,
"2,046",Johan Dahlberg,18,Sweden,74,203,L,"2,005",173,28,60,15,5,20,135,1,4,0,0,0,4,0,,
"11,646",John Flatters,18,Canada,73,174,D,"2,005",174,170,53,0,2,2,117,-13,7,0,0,0,2,-2,,
"6,424",Juho Mielonen,18,Finland,75,198,D,"2,005",175,27,45,4,10,14,36,16,9,0,1,1,6,0,,
"11,553",Ryan Maki,20,USA,75,212,R,"2,005",176,,30,10,9,19,20,0,,,,,,,,
"19,378",Derek Reinhart,18,Canada,74,209,D,"2,005",177,,67,2,9,11,198,-22,,,,,,,,
"15,313",Greg Beller,18,Canada,74,205,L,"2,005",178,201,27,25,30,55,38,0,2,1,0,1,2,0,,
"15,054",Tyrell Mason,19,Canada,74,181,D,"2,005",180,132,51,6,36,42,78,0,,,,,,,,
"12,429",Ryan Mcginnis,18,USA,73,196,D,"2,005",184,168,66,0,6,6,93,1,4,0,1,1,2,0,,
"15,679",Dmitri Megalinsky,20,Russia,75,251,D,"2,005",186,,37,6,13,19,88,4,,,,,,,,
"14,873",Joe Charlebois,19,USA,73,209,D,"2,005",188,,59,1,24,25,146,22,7,1,1,2,6,5,,
"2,627",Kirill Starkov,18,Denmark,72,209,C,"2,005",189,,31,18,12,30,10,0,9,4,3,7,2,0,,
"9,261",Vyacheslav Buravchikov,18,Russia,74,203,D,"2,005",191,6,47,13,11,23,40,8,3,0,0,0,2,0,,
"18,008",Tony Lucia,18,USA,72,174,L,"2,005",193,,11,1,0,1,0,2,,,,,,,,
"9,354",Jean-Philippe Paquet,18,Canada,74,201,D,"2,005",194,42,76,5,20,25,98,-1,4,1,2,3,2,-1,,
"11,327",Nick Tuzzolino,19,USA,78,225,D,"2,005",196,131,67,2,20,22,128,-30,,,,,,,,
"9,380",Kyle Lawson,18,USA,71,207,D,"2,005",198,188,60,7,25,32,8,3,,,,,,,,
"11,586",Riley Emmerson,19,Canada,80,249,L,"2,005",199,,40,1,0,1,63,-4,,,,,,,,
"10,476",David Kuchejda,18,Czech Rep.,70,196,R,"2,005",202,,50,15,30,45,148,20,2,1,1,2,2,0,,
"9,357",Adam Hobson,18,Canada,73,220,W,"2,005",203,242,78,11,29,40,51,-5,,,,,,,,
"18,007",Josh Meyers,20,USA,75,190,D,"2,005",206,,57,8,24,32,92,16,13,1,9,10,18,2,,
"12,426",Myles Stoesz,18,Canada,74,214,W,"2,005",207,,67,1,8,9,238,1,,,,,,,,
"15,451",Matt Generous,20,USA,75,194,D,"2,005",208,196,49,8,16,24,105,0,,,,,,,,
"13,643",Viktor Dovgan,18,Russia,74,201,D,"2,005",209,,0,0,0,0,0,0,,,,,,,,
"15,595",Luciano Aquino,20,Canada,69,198,C,"2,005",210,,65,25,46,71,80,10,6,5,4,9,9,1,,
"18,006",Pat Brosnihan,19,USA,76,220,R,"2,005",212,150,38,27,20,47,44,0,,,,,,,,
"18,005",Scott Todd,19,Canada,76,214,D,"2,005",213,,54,0,3,3,155,-6,10,0,2,2,25,-1,,
"11,616",Bretton Stamler,18,Canada,73,207,D,"2,005",214,85,72,4,9,13,106,4,1,0,0,0,0,0,,
"15,050",Matt Clackson,20,Canada,72,190,R,"2,005",215,,56,10,15,25,270,0,8,0,2,2,26,1,,
"11,430",Brock Bradford,18,Canada,69,168,C,"2,005",217,184,60,24,33,57,16,10,5,0,1,1,0,-2,,
"2,019",Alexander Sundstrom,18,Sweden,72,201,C,"2,005",218,29,12,0,0,0,0,-2,,,,,,,,
"9,263",Nikolai Lemtyugov,19,Russia,72,212,R,"2,005",219,,11,1,1,2,16,1,,,,,,,,
"15,042",Matthew Glasser,18,Canada,70,190,L,"2,005",220,161,62,25,24,49,14,0,,,,,,,,
"18,004",Myles Rumsey,19,Canada,74,203,D,"2,005",221,156,57,2,4,6,102,-14,,,,,,,,
"14,862",Zach Bearson,18,USA,74,185,R,"2,005",224,129,51,18,18,36,56,4,5,0,1,1,2,-2,,
"18,003",John Wessbecker,19,USA,74,194,D,"2,005",225,221,28,6,16,22,38,0,,,,,,,,
"11,256",John Seymour,18,Canada,75,176,L,"2,005",226,,63,1,4,5,64,0,6,0,0,0,0,0,,
"11,884",Andrew Orpik,19,USA,75,201,F,"2,005",227,,31,8,12,20,24,0,,,,,,,,
"15,055",Philippe Paquet,18,Canada,75,214,D,"2,005",229,83,26,1,4,5,10,0,,,,,,,,
"9,219",Mark Mitera,19,USA,75,209,D,"2,006",19,20,46,0,10,10,86,4,,,,,,,,
"11,984",David Fischer,18,USA,76,203,D,"2,006",20,29,28,8,31,39,22,0,,,,,,,,
"4,568",Dennis Persson,18,Sweden,73,187,D,"2,006",24,14,74,14,29,43,54,-3,,,,,,,,
"9,591",Igor Makarov,19,Russia,73,203,R,"2,006",33,20,47,14,15,29,34,5,17,3,4,7,20,1,,
"9,341",Francois Bouchard,18,Canada,73,198,R,"2,006",35,41,76,36,74,110,72,-8,4,1,0,1,6,-2,,
"9,297",Yuri Alexandrov,18,Russia,73,190,D,"2,006",37,4,45,2,2,4,32,7,2,0,0,0,2,0,,
"11,985",Bryce Swan,19,Canada,74,190,R,"2,006",38,17,34,14,11,25,54,-8,11,2,5,7,8,0,,
"9,625",Ondrej Fiala,19,Czech Rep.,72,190,C,"2,006",40,14,54,22,14,36,53,4,8,4,4,8,4,0,,
"9,323",Mike Ratchuk,18,USA,70,190,D,"2,006",42,81,61,12,21,33,60,4,,,,,,,,
"11,059",Riley Holzapfel,18,Canada,72,190,C,"2,006",43,37,64,19,38,57,46,35,22,7,9,16,20,12,,
"12,266",Joey Ryan,19,USA,73,190,D,"2,006",48,31,61,6,18,24,202,4,23,2,8,10,29,13,,
"9,310",Nigel Williams,18,USA,76,227,D,"2,006",51,13,65,6,10,16,81,2,,,,,,,,
"10,656",Keith Seabrook,18,Canada,72,198,D,"2,006",52,,57,10,24,34,81,0,,,,,,,,
"9,262",Denis Bodrov,20,Russia,73,205,D,"2,006",55,65,41,2,5,7,44,-7,8,0,0,0,8,-1,,
"10,434",Codey Burki,19,Switzerlan,72,190,C,"2,006",59,18,70,27,34,61,69,5,6,0,3,3,2,0,,
"12,267",Simon Danis-Pepin,18,Canada,79,207,D,"2,006",61,61,25,0,5,5,14,4,,,,,,,,
"3,778",Dick Axelsson,19,Sweden,74,198,L,"2,006",62,,51,36,17,53,167,27,,,,,,,,
"9,298",Kirill Tulupov,18,Russia,75,227,D,"2,006",67,,14,1,3,4,22,7,3,0,2,2,8,-1,,
"3,636",Robin Figren,18,Sweden,71,187,R,"2,006",70,29,69,22,25,47,120,-3,9,6,2,8,6,0,,
"11,658",Brady Calla,18,Canada,72,190,R,"2,006",73,28,66,8,25,33,52,7,11,1,2,3,4,0,,
"3,696",Tony Lagerstrom,18,Sweden,74,198,L,"2,006",76,28,74,34,33,67,105,-1,5,1,2,3,14,0,,
"14,868",Michael Forney,18,USA,74,185,L,"2,006",80,39,28,24,37,61,28,3,,,,,,,,
"9,321",Mike Carman,18,USA,72,181,C,"2,006",81,63,83,31,47,78,136,7,,,,,,,,
"3,856",Daniel Rahimi,19,Sweden,75,216,D,"2,006",82,214,51,4,11,15,100,0,6,3,2,5,37,0,,
"10,676",John De Gray,18,Canada,76,216,D,"2,006",83,68,68,0,10,10,103,10,11,0,0,0,8,-6,,
"12,270",Ryan Hillier,18,Canada,72,179,L,"2,006",84,23,68,19,38,57,76,11,11,2,2,4,12,-1,,
"12,271",John Armstrong,18,Canada,75,212,C,"2,006",87,51,65,14,23,37,75,-18,13,4,7,11,18,4,,
"3,790",Jonas Ahnelov,19,Sweden,74,220,D,"2,006",88,10,48,4,11,15,92,1,7,2,4,6,22,0,,
"14,866",Aaron Marvin,18,USA,74,192,C,"2,006",89,50,23,9,21,30,0,0,,,,,,,,
"11,250",Aaron Snow,18,Canada,72,198,L,"2,006",90,79,68,30,38,68,107,11,11,4,4,8,22,-5,,
"11,114",Harrison Reed,18,Canada,73,187,R,"2,006",93,71,68,26,24,50,50,-31,,,,,,,,
"12,272",Ryan Turek,19,USA,71,185,D,"2,006",94,69,52,17,11,28,71,2,5,1,1,2,2,0,,
"9,340",Ben Shutron,18,Canada,73,185,D,"2,006",95,16,74,10,31,41,138,20,6,0,2,2,14,-4,,
"11,233",James Delory,18,Canada,72,212,D,"2,006",98,73,67,6,26,32,136,-22,,,,,,,,
"7,452",Joonas Lehtivuori,18,Finland,72,176,D,"2,006",101,32,69,11,25,36,56,12,9,1,4,5,8,0,,
"12,273",Kyle Medvec,18,USA,77,190,D,"2,006",102,82,31,13,22,35,44,-2,,,,,,,,
"9,286",David Kveton,18,Czech Rep.,71,185,L,"2,006",104,12,82,15,22,37,26,-29,6,5,1,6,18,0,,
"8,397",Niko Snellman,18,Finland,74,212,L,"2,006",105,93,32,7,12,19,126,-5,9,2,5,7,68,0,,
"12,274",T.J. Miller,20,USA,76,209,D,"2,006",107,152,60,16,32,48,73,0,,,,,,,,
"9,318",Kevin Montgomery,18,USA,73,190,D,"2,006",110,45,65,6,16,22,76,5,,,,,,,,
"11,673",Ben Wright,18,Canada,74,196,D,"2,006",113,59,55,5,13,18,79,-2,6,3,5,8,12,2,,
"3,724",Niclas Andersen,18,Sweden,73,207,D,"2,006",114,41,80,7,13,20,294,-3,2,0,0,0,10,0,,
"9,292",Tomas Marcinko,18,Slovakia,76,212,C,"2,006",115,26,64,31,25,56,62,48,12,2,3,5,10,2,,
"10,613",Felix Schutz,19,Germany,71,196,C,"2,006",117,220,86,26,44,70,75,-7,,,,,,,,
"9,343",Hugo Carpentier,18,Canada,74,201,C,"2,006",118,95,77,31,39,70,68,16,5,1,2,3,4,-3,,
"15,065",Doug Rogers,18,USA,73,196,D,"2,006",119,110,2,0,1,1,2,0,,,,,,,,
"12,119",Pierre-Luc Lessard,18,Canada,72,179,D,"2,006",121,67,55,7,25,32,38,7,17,2,10,12,12,3,,
"12,277",Luke Lynes,19,USA,73,216,C,"2,006",122,48,65,34,28,62,61,10,11,2,6,8,10,-6,,
"11,106",Bobby Hughes,19,Canada,71,181,C,"2,006",123,25,56,35,40,75,47,9,6,1,1,2,4,-4,,
"10,657",Maxime Lacroix,19,France,72,194,C,"2,006",127,222,70,25,22,47,79,29,23,7,5,12,21,9,,
"8,393",Robert Nyholm,18,Finland,73,196,R,"2,006",129,27,68,25,18,43,58,2,7,4,3,7,4,0,,
"9,282",Martin Latal,18,Czech Rep.,71,185,R,"2,006",131,21,62,17,12,29,105,-3,7,4,1,5,8,1,,
"12,281",David Meckler,19,USA,72,183,C,"2,006",134,205,31,7,3,10,28,-12,,,,,,,,
"11,413",Nick Sucharski,19,Canada,73,176,L,"2,006",136,140,36,2,5,7,18,-2,,,,,,,,
"10,610",Tomas Zaborsky,19,Slovakia,73,201,L,"2,006",137,85,51,39,23,62,22,-1,7,10,5,15,2,0,,
"10,496",Pavel Valentenko,19,Russia,74,234,D,"2,006",139,138,60,11,20,31,197,0,,,,,,,,
"12,283",Cody Wild,19,USA,73,183,D,"2,006",140,115,36,6,15,21,24,4,,,,,,,,
"3,703",Kim Johansson,18,Sweden,74,205,C,"2,006",141,86,71,6,15,21,73,-3,6,1,0,1,16,0,,
"19,377",Maxime Frechette,18,Canada,77,214,D,"2,006",142,223,13,0,0,0,24,-2,,,,,,,,
"19,376",Martin Nolet,20,Canada,75,205,D,"2,006",144,100,19,5,7,12,26,20,,,,,,,,
"8,395",Juuso Puustinen,18,Finland,73,196,R,"2,006",149,53,62,24,16,40,108,-2,5,0,0,0,0,-3,,
"8,394",Max Warn,18,Finland,74,207,L,"2,006",150,73,52,14,20,34,69,8,7,4,2,6,6,0,,
"11,669",Jordan Bendfeld,20,Canada,75,245,D,"2,008",193,,72,6,19,25,160,8,5,0,2,2,2,-1,,
"9,335",Stefan Chaput,18,Canada,72,192,C,"2,006",153,113,76,19,30,49,46,12,6,0,1,1,4,-2,,
"8,418",Peter Aston,20,Canada,73,205,D,"2,006",155,227,65,16,36,52,31,16,7,2,1,3,2,-5,,
"8,392",Jan-Mikael Juutilainen,18,Finland,71,183,C,"2,006",156,24,79,23,35,58,69,-1,10,6,7,13,4,0,,
"9,349",Levi Nelson,18,Canada,71,185,C,"2,006",158,136,70,21,17,38,73,-16,4,0,0,0,4,-2,,
"11,640",Jesse Dudas,18,Hungary,74,216,D,"2,006",159,53,24,0,11,11,27,2,,,,,,,,
"12,653",Julian Walker,20,Switzerlan,74,207,C,"2,006",162,,45,4,2,6,47,-1,5,1,0,1,6,0,,
"9,273",Constantin Braun,18,Germany,75,196,D,"2,006",164,132,33,15,13,28,36,-3,1,1,0,1,6,0,,
"8,067",Jonas Enlund,19,Finland,72,198,L,"2,006",165,44,41,25,19,44,14,23,,,,,,,,
"11,444",Tyler Ruegsegger,18,USA,71,192,C,"2,006",166,148,60,38,51,89,70,0,,,,,,,,
"10,616",Juraj Simek,19,Switzerlan,72,196,R,"2,006",167,19,59,22,46,68,208,-1,,,,,,,,
"11,696",Dane Crowley,19,Canada,74,209,D,"2,006",168,232,71,1,20,21,149,-15,4,0,2,2,23,-5,,
"15,843",Chris Auger,19,Canada,70,170,C,"2,006",169,109,47,41,51,92,46,0,12,8,14,22,2,0,,
"9,592",Alexander Bumagin,19,Russia,72,190,L,"2,006",170,,40,9,12,21,28,-1,8,0,3,3,4,-3,,
"15,309",Brian Day,18,USA,72,194,R,"2,006",171,132,28,9,13,22,34,0,,,,,,,,
"9,316",Ryan Flynn,18,USA,75,209,R,"2,006",176,77,65,18,18,36,81,2,,,,,,,,
"12,468",Tony Romano,18,USA,70,185,R,"2,006",178,144,40,50,52,102,38,0,,,,,,,,
"15,452",Jordan Fulton,19,USA,72,194,L,"2,006",179,163,28,45,36,81,76,0,,,,,,,,
"12,264",Kevin Koopman,18,Canada,75,205,D,"2,006",181,,46,15,25,40,73,0,15,7,6,13,10,0,,
"11,439",Nick Dodge,20,Canada,70,176,R,"2,006",183,,38,16,25,41,72,11,,,,,,,,
"3,679",Alexander Hellstrom,19,Sweden,75,214,D,"2,006",184,113,54,2,4,6,81,3,6,0,3,3,4,0,,
"7,410",Timo Seppanen,19,Finland,72,194,D,"2,006",185,13,64,11,15,26,81,18,5,0,1,1,0,-2,,
"11,320",Devin Didiomete,18,Canada,71,205,F,"2,006",187,161,60,15,21,36,202,0,10,0,4,4,26,-1,,
"12,261",Chris Frank,20,USA,73,229,D,"2,006",188,,38,2,2,4,127,-19,,,,,,,,
"12,263",Troy Mattila,18,USA,74,185,L,"2,006",190,,54,14,22,36,13,0,4,0,1,1,2,0,,
"14,398",Chris Hickey,18,USA,73,185,C,"2,006",192,,0,0,0,0,0,0,,,,,,,,
